No,direction,svarAddr,routeName,telNo,serviceAreaCode,serviceAreaName,routeCode,serviceAreaCode2,maintenanceYn,truckSaYn,경도,위도,상태
170,창원,경북 성주군 초전면 용봉리 산129-48,중부내륙선,054-932-0800,A00222,성주(창원)휴게소,450,396,0,1,128.260433462107,36.0089610878081,인근좌표
171,광주,대구 달성군 논공읍 광주대구고속도로 169 휴게소,"광주대구선,무안광주선",070-4304-0600,A00223,논공(광주)휴게소,120,81,0,0,128.40204300974,35.7661794872408,정좌표
172,영암,전남 보성군 미력면 화방리 산 196-7,남해선,070-4325-8801,A00224,보성녹차(영암)휴게소,100,401,0,0,127.127582693729,34.8136236463518,정좌표
173,순천,전남 보성군 겸백면 수남리 385-3,남해선,070-4325-8808,A00225,보성녹차(순천)휴게소,100,400,0,0,127.182459889393,34.808813472119,정좌표
174,대구,대구 달성군 논공읍 삼리리 538-2,"광주대구선,무안광주선",070-4304-0620,A00226,논공(대구)휴게소,120,399,0,0,128.402614656864,35.7655277172109,정좌표
175,NA,충북 옥천군 옥천읍 중앙로 135,경부선,043-732-0081,A00227,옥천만남의광장휴게소,10,404,1,0,127.571906162163,36.3087050644776,정좌표
176,통합,경기 이천시 마장면목리 산 13-32,중부선,031-630-0001,A00231,마장휴게소,352,409,0,0,127.407675240404,37.2637124244747,정좌표
177,평택,충북 음성군 금왕읍 평택제천고속도로 69,평택제천선,043-877-7000,A00232,금왕(평택)휴게소,400,413,0,0,127.589576592456,36.9705173426631,정좌표
178,제천,충북 음성군 금왕읍용계리 평택제천고속도로 70,평택제천선,043-881-0001,A00233,금왕(제천)휴게소,400,414,0,0,127.590712275905,36.9689805945875,정좌표
179,대구,전북 순창군 순창읍 광주대구고속도로 28,광주대구선,063-653-3050,A00237,강천산(대구)휴게소,122,418,0,0,127.104638638658,35.364379185046,정좌표
180,광주,전북 순창군 순창읍광주대구고속도로 27,광주대구선,063-653-4033,A00238,강천산(광주)휴게소,122,436,0,0,127.106332642399,35.3653281456716,정좌표
181,평택,충북 충주시 산척면 평택제천고속도로 109,평택제천선,043-844-2930,A00239,천등산(평택)휴게소,400,420,0,0,127.987971573293,37.0765357426604,정좌표
182,제천,충북 충주시 산척면 평택제천고속도로 106,평택제천선,043-844-2991,A00240,천등산(제천)휴게소,400,419,0,0,127.941462355079,37.0615650160768,정좌표
183,포항,경북 경주시 외동읍 상석길 58-70,울산포항선,054-745-0631,A00246,외동(포항)휴게소,652,440,0,0,129.288441209636,35.6742315403318,정좌표
184,울산,경북 경주시 외동읍 상석길 58-74,울산포항선,054-745-0637,A00247,외동(울산)휴게소,652,441,0,0,129.285497578494,35.671473732215,정좌표
185,청주,경북 의성군 안계면 새못안길 45-49,당진영덕선,054-862-9076,A00253,의성(청주)휴게소,300,495,0,0,128.44412397743,36.4108385942433,정좌표
186,영덕,경북 의성군 안계면 새못안길 45-47,당진영덕선,054-862-9252,A00254,의성(영덕)휴게소,300,496,0,0,128.44736923345,36.4097772529777,정좌표
187,청주,경북 청송군 파천면중평병부길 203-92,당진영덕선,054-873-5911,A00255,청송(청주)휴게소,300,503,0,0,129.011512340214,36.4568469305485,정좌표
188,영덕,경북 청송군 파천면중평병부길 203-115,당진영덕선,054-873-9102,A00256,청송(영덕)휴게소,300,504,0,0,129.013821243654,36.455498236848,정좌표
189,서울,강원 홍천군 화촌면 서울양양고속도로 83,서울양양선,033-436-9000,A00261,홍천(서울)휴게소,600,509,0,0,128.006481443417,37.7589889678277,정좌표
190,양양,강원 홍천군 화촌면 서울양양고속도로 84,서울양양선,033-436-3000,A00262,홍천(양양)휴게소,600,510,0,0,128.003223768438,37.7572938430871,정좌표
191,통합,강원 인제군 상남면 하남리 372번지,서울양양선,033-852-8619,A00263,내린천휴게소,600,513,0,0,128.287565692363,37.916956103274,정좌표
192,NA,경상북도 의성군 단밀면 도안로 757-68,상주영천선,031-481-9758,A00264,낙동강의성(영천)휴게소,3010,516,0,0,128.29582037753,36.3456906252535,인근좌표
193,NA,경북 구미시 도개면 용산3길 122-65,상주영천선,055-312-2820,A00265,낙동강구미(상주)휴게소,3010,517,0,0,128.30105188321,36.3440048141307,정좌표
194,서울,경상북도 영천시 신녕면 치산효령로 865-43,상주영천선,031-295-1501,A00266,군위영천(영천)휴게소,3010,520,0,1,128.710397366937,36.0704616439404,정좌표
195,목포,경상북도 영천시 신녕면 치산효령로 989-23,상주영천선,031-296-1501,A00267,삼국유사군위(상주)휴게소,3010,521,0,1,128.697968150726,36.0787532377879,정좌표
196,복합,경기 시흥시 조남동서울외곽순환고속도로,수도권제1순환선,031-683-4800,A00268,시흥하늘휴게소,1000,530,0,1,126.829733721178,37.4171016458739,인근좌표
197,NA,경상북도 구미시 도량동472-4 선기졸음쉼터,경부선,061-864-5007,A00269,선기(부산)졸음쉼터,10,537,0,1,128.316180584241,36.1363113216382,정좌표
198,함양,울산광역시 울주군 언양읍언양로 429,울산선,052-933-5242,A00270,울산행복드림쉼터,160,538,0,1,129.167533990916,35.5498094891039,정좌표
199,울산,경기 수원시 장안구 이목동108 고속도로 이목(강릉) 졸음쉼터내,영동선,052-977-3243,A00271,이목(강릉)졸음쉼터,500,435,0,1,126.972227144462,37.3195099614981,정좌표
200,NA,경기 평택시 청북읍평택제천고속도로 6(평택복합휴게소),평택제천선,031-683-4800,A00299,평택휴게소,400,572,0,1,126.943403746686,37.0449215795633,정좌표
201,NA,전남 장흥군 부산면호계리 산 211-1 외 9필지,남해선(영암순천),061-864-5007,A00300,장흥정남진휴게소,101,575,0,1,126.930302093927,34.7202062914733,정좌표
202,서울,전북 부안군 주산면 서해안고속도로106,서해안선,063-776-7002,A00305,부안고려청자(서울)휴게소,150,585,0,1,126.734413008045,35.671690017333,정좌표
203,목포,전북 부안군 주산면 서해안고속도로103,서해안선,063-776-8003,A00306,부안고려청자(목포)휴게소,150,586,0,1,126.732157980276,35.6717883598844,정좌표
